EPA Region,State,Lake Name,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,CAS Number,Amount,HH Screening Value,Over HH SV?,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort order
5,MN,Lake Superior,NCCAGL10-1029,560196,560196.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,,,,ng/g,ppb,0.120,1.000,U,,,13
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,22.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,,,8
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,,,ng/g,ppb,0.080,1.000,U,,,9
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,,,,ng/g,ppb,0.083,1.000,U,,,10
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,,,,ng/g,ppb,0.057,1.000,U,,,11
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,,,,ng/g,ppb,0.104,1.000,U,,,12
5,MN,Lake Superior,NCCAGL10-1031,560195,560195.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,,,,ng/g,ppb,0.120,1.000,U,,,13
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,U,"B, RNAF","Blank Contamination, Result Not Affected",1
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,0.24,,,ng/g,ppb,0.130,1.000,J,,,3
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorohexanoate (PFHxA),307-24-4,0.10,,,ng/g,ppb,0.071,1.000,J,,,4
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,0.92,,,ng/g,ppb,0.120,1.000,J,,,5
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,1.90,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,,,8
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,,,ng/g,ppb,0.080,1.000,U,LLBL,Low Labeled Compound Recovery,9
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorononanoate (PFNA),375-95-1,,,,ng/g,ppb,0.083,1.000,U,,,10
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorodecanoate (PFDA),335-76-2,0.07,,,ng/g,ppb,0.057,1.000,J,,,11
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,0.12,,,ng/g,ppb,0.104,1.000,J,,,12
5,MN,Lake Superior,NCCAGL10-1039,560197,560197.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Perfluorododecanoate (PFDoA),307-55-1,,,,ng/g,ppb,0.120,1.000,U,,,13
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,9.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,,,8
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,,,ng/g,ppb,0.080,1.000,U,,,9
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.61,,,ng/g,ppb,0.083,1.000,J,,,10
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.50,,,ng/g,ppb,0.057,1.000,J,,,11
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.70,,,ng/g,ppb,0.104,1.000,J,,,12
5,MN,Lake Superior,NCCAGL10-2005,560184,560184.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,,,,ng/g,ppb,0.120,1.000,U,,,13
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,U,"B, RNAF","Blank Contamination, Result Not Affected",1
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,"HLCS, RNAF","High Lab Control Sample Recovery, Result Not Affected",4
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,LLBL,Low Labeled Compound Recovery,6
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,LLBL,Low Labeled Compound Recovery,7
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,25.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,8
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.73,,,ng/g,ppb,0.080,1.000,J,LLBL,Low Labeled Compound Recovery,9
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorononanoate (PFNA),375-95-1,0.10,,,ng/g,ppb,0.083,1.000,J,LLBL,Low Labeled Compound Recovery,10
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorodecanoate (PFDA),335-76-2,1.80,,,ng/g,ppb,0.057,1.000,,,,11
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,1.80,,,ng/g,ppb,0.104,1.000,,LLBL,Low Labeled Compound Recovery,12
2,NY,Lake Erie,NCCAGL10-1138,560132,560132.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.64,,,ng/g,ppb,0.120,1.000,J,LLBL,Low Labeled Compound Recovery,13
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,U,"B, RNAF","Blank Contamination, Result Not Affected",1
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,"HLCS, RNAF","High Lab Control Sample Recovery, Result Not Affected",4
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,0.44,,,ng/g,ppb,0.120,1.000,J,,,5
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,LLBL,Low Labeled Compound Recovery,6
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanoate (PFOA),335-67-1,0.24,,,ng/g,ppb,0.100,1.000,J,LLBL,Low Labeled Compound Recovery,7
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,27.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,8
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,1.70,,,ng/g,ppb,0.080,1.000,,LLBL,Low Labeled Compound Recovery,9
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorononanoate (PFNA),375-95-1,0.53,,,ng/g,ppb,0.083,1.000,J,LLBL,Low Labeled Compound Recovery,10
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorodecanoate (PFDA),335-76-2,4.20,,,ng/g,ppb,0.057,1.000,,,,11
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,2.50,,,ng/g,ppb,0.104,1.000,,LLBL,Low Labeled Compound Recovery,12
2,NY,Lake Erie,NCCAGL10-1139,560147,560147.1,Sander vitreus,Walleye,Percidae,P,Perfluorododecanoate (PFDoA),307-55-1,1.00,,,ng/g,ppb,0.120,1.000,,LLBL,Low Labeled Compound Recovery,13
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,28.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,HMSR,High Matrix Spike Recovery,8
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.48,,,ng/g,ppb,0.080,1.000,J,LLBL,Low Labeled Compound Recovery,9
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorononanoate (PFNA),375-95-1,0.49,,,ng/g,ppb,0.083,1.000,J,,,10
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorodecanoate (PFDA),335-76-2,2.20,,,ng/g,ppb,0.057,1.000,,,,11
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,2.00,,,ng/g,ppb,0.104,1.000,,,,12
2,NY,Lake Erie,NCCAGL10-1142,560130,560130.1,Sander vitreus,Walleye,Percidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.57,,,ng/g,ppb,0.120,1.000,J,,,13
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,28.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,HMSR,High Matrix Spike Recovery,8
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.50,,,ng/g,ppb,0.080,1.000,J,LLBL,Low Labeled Compound Recovery,9
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorononanoate (PFNA),375-95-1,,,,ng/g,ppb,0.083,1.000,U,,,10
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorodecanoate (PFDA),335-76-2,2.10,,,ng/g,ppb,0.057,1.000,,,,11
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,2.20,,,ng/g,ppb,0.104,1.000,,,,12
2,NY,Lake Erie,NCCAGL10-1152,560138,560138.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.65,,,ng/g,ppb,0.120,1.000,J,,,13
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,0.12,,,ng/g,ppb,0.120,1.000,J,,,5
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,23.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,HMSR,High Matrix Spike Recovery,8
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.37,,,ng/g,ppb,0.080,1.000,J,,,9
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorononanoate (PFNA),375-95-1,0.35,,,ng/g,ppb,0.083,1.000,J,,,10
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorodecanoate (PFDA),335-76-2,1.80,,,ng/g,ppb,0.057,1.000,,,,11
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,2.00,,,ng/g,ppb,0.104,1.000,,,,12
2,NY,Lake Erie,NCCAGL10-1155,560140,560140.1,Perca flavescens,Yellow perch,Percidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.58,,,ng/g,ppb,0.120,1.000,J,,,13
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,U,"B, RNAF","Blank Contamination, Result Not Affected",1
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,"HLCS, RNAF","High Lab Control Sample Recovery, Result Not Affected",4
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,0.14,,,ng/g,ppb,0.120,1.000,J,,,5
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,LLBL,Low Labeled Compound Recovery,6
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,LLBL,Low Labeled Compound Recovery,7
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,34.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,8
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.28,,,ng/g,ppb,0.080,1.000,J,LLBL,Low Labeled Compound Recovery,9
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorononanoate (PFNA),375-95-1,,,,ng/g,ppb,0.083,1.000,U,LLBL,Low Labeled Compound Recovery,10
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorodecanoate (PFDA),335-76-2,1.60,,,ng/g,ppb,0.057,1.000,,,,11
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,4.90,,,ng/g,ppb,0.104,1.000,,LLBL,Low Labeled Compound Recovery,12
2,NY,Lake Erie,NCCAGL10-1170,560133,560133.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.92,,,ng/g,ppb,0.120,1.000,J,LLBL,Low Labeled Compound Recovery,13
2,NY,Lake Erie,NCCAGL10-1175,560129,560129.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
2,NY,Lake Erie,NCCAGL10-1175,560129,560129.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
