EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Lipid (%),Analyte,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Order
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-46,41464-47-5,0.004270,ng/g,ppb,0.000150,0.000499,,,,40
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-48,70362-47-9,0.014900,ng/g,ppb,0.000117,0.000499,,,,41
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-49/PCB-69,,0.200000,ng/g,ppb,0.000284,0.000997,,,,42
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-50/PCB-53,,0.046500,ng/g,ppb,0.000175,0.000997,,,,43
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-52,35693-99-3,0.435000,ng/g,ppb,0.000113,0.000499,,,,44
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-54,15968-05-5,0.004040,ng/g,ppb,0.000100,0.000498,,,,45
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-55,74338-24-2,0.001570,ng/g,ppb,0.000116,0.000499,J,J,Estimated,46
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-56,41464-43-1,0.039000,ng/g,ppb,0.000133,0.000499,,,,47
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-57,70424-67-8,0.001830,ng/g,ppb,0.000143,0.000499,J,J,Estimated,48
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-58,41464-49-7,0.001870,ng/g,ppb,0.000111,0.000499,J,J,Estimated,49
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-59/PCB-62/PCB-75,,0.021100,ng/g,ppb,0.000339,0.001500,,,,50
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-60,33025-41-1,0.037500,ng/g,ppb,0.000105,0.000499,,,,51
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-61/PCB-70/PCB-74/PCB-76,,0.421000,ng/g,ppb,0.000433,0.001990,,,,52
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-63,74472-34-7,0.014700,ng/g,ppb,0.000101,0.000499,,,,53
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-64,52663-58-8,0.102000,ng/g,ppb,0.000159,0.000499,,,,54
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-66,32598-10-0,0.211000,ng/g,ppb,0.000173,0.000499,,,,55
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-67,73575-53-8,0.005890,ng/g,ppb,0.000109,0.000499,,,,56
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-68,73575-52-7,0.009330,ng/g,ppb,0.000182,0.000499,,,,57
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-72,41464-42-0,0.008940,ng/g,ppb,0.000097,0.000499,,,,58
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-73,74338-23-1,0.004360,ng/g,ppb,0.000112,0.000498,,,,59
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-77,32598-13-3,0.006050,ng/g,ppb,0.000260,0.000499,,,,60
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-78,70362-49-1,,ng/g,ppb,0.000189,0.000498,U,,,61
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-79,41464-48-6,0.007930,ng/g,ppb,0.000150,0.000498,,,,62
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-80,33284-52-5,,ng/g,ppb,0.000124,0.000498,U,,,63
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-81,70362-50-4,,ng/g,ppb,0.000201,0.000499,U,,,64
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-82,52663-62-4,0.095200,ng/g,ppb,0.000160,0.000499,,,,65
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-83/PCB-99,,0.996000,ng/g,ppb,0.000211,0.000997,,,,66
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-84,52663-60-2,0.118000,ng/g,ppb,0.000155,0.000499,,,,67
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-85/PCB-116/PCB-117,,0.326000,ng/g,ppb,0.000350,0.001500,,,,68
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-86/PCB-87/PCB-97/PCB-109/PCB-119/PCB-125,,0.716000,ng/g,ppb,0.000589,0.002990,,,,69
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-88/PCB-91,,0.164000,ng/g,ppb,0.000240,0.000997,,,,70
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-89,73575-57-2,0.002980,ng/g,ppb,0.000103,0.000499,,,,71
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-90/PCB-101/PCB-113,,1.520000,ng/g,ppb,0.000304,0.001500,,,,72
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-92,52663-61-3,0.377000,ng/g,ppb,0.000108,0.000499,,,,73
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-93/PCB-98/PCB-100/PCB-102,,0.070600,ng/g,ppb,0.000442,0.001990,,,,74
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-94,73575-55-0,0.006960,ng/g,ppb,0.000143,0.000499,,,,75
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-95,38379-99-6,0.695000,ng/g,ppb,0.000117,0.000499,,,,76
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-96,73575-54-9,0.004200,ng/g,ppb,0.000122,0.000499,,,,77
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-103,60145-21-3,0.029500,ng/g,ppb,0.000113,0.000499,,,,78
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-104,56558-16-8,0.002620,ng/g,ppb,0.000097,0.000498,,,,79
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-105,32598-14-4,0.372000,ng/g,ppb,0.000186,0.000499,,,,80
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-106,70424-69-0,,ng/g,ppb,0.000319,0.000498,U,,,81
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-107,70424-68-9,0.158000,ng/g,ppb,0.000148,0.000499,,,,82
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-108/PCB-124,,0.055900,ng/g,ppb,0.000232,0.000997,,,,83
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-110/PCB-115,,1.500000,ng/g,ppb,0.000254,0.000997,,,,84
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-111,39635-32-0,0.005690,ng/g,ppb,0.000158,0.000499,,,,85
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-112,74472-36-9,,ng/g,ppb,0.000093,0.000498,U,,,86
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-114,74472-37-0,0.025400,ng/g,ppb,0.000161,0.000499,,,,87
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-118,31508-00-6,0.999000,ng/g,ppb,0.000190,0.000499,,,,88
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-120,68194-12-7,0.018100,ng/g,ppb,0.000123,0.000499,,,,89
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-121,56558-18-0,0.005870,ng/g,ppb,0.000126,0.000499,,,,90
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-122,76842-07-4,0.005250,ng/g,ppb,0.000115,0.000499,,,,91
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-123,65510-44-3,0.024200,ng/g,ppb,0.000135,0.000499,,,,92
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-126,57465-28-8,0.004570,ng/g,ppb,0.000296,0.000499,,,,93
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-127,39635-33-1,,ng/g,ppb,0.000222,0.000498,U,,,94
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-128/PCB-166,,0.515000,ng/g,ppb,0.000134,0.000997,,,,95
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-129/PCB-138/PCB-160/PCB-163,,3.960000,ng/g,ppb,0.000982,0.002000,,,,96
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-130,52663-66-8,0.257000,ng/g,ppb,0.000123,0.000499,,,,97
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-131,61798-70-7,0.017300,ng/g,ppb,0.000105,0.000499,,,,98
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-132,38380-05-1,0.630000,ng/g,ppb,0.000078,0.000499,,,,99
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-133,35694-04-3,0.126000,ng/g,ppb,0.000074,0.000499,,,,100
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-134/PCB-143,,0.079400,ng/g,ppb,0.000188,0.000997,,,,101
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-135/PCB-151,,0.808000,ng/g,ppb,0.000224,0.000997,,,,102
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-136,38411-22-2,0.168000,ng/g,ppb,0.000140,0.000499,,,,103
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-137,35694-06-5,0.104000,ng/g,ppb,0.000233,0.000498,,,,104
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-139/PCB-140,,0.068500,ng/g,ppb,0.000153,0.000997,,,,105
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-141,52712-04-6,0.441000,ng/g,ppb,0.000127,0.000499,,,,106
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-142,41411-61-4,,ng/g,ppb,0.000199,0.000498,U,,,107
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-144,68194-14-9,0.079300,ng/g,ppb,0.000103,0.000499,,,,108
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-145,74472-40-5,,ng/g,ppb,0.000118,0.000498,U,,,109
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-146,51908-16-8,1.010000,ng/g,ppb,0.000064,0.000499,,,,110
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-147/PCB-149,,2.290000,ng/g,ppb,0.000207,0.000999,,,,111
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-148,74472-41-6,0.020100,ng/g,ppb,0.000101,0.000499,,,,112
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-150,68194-08-1,0.007990,ng/g,ppb,0.000121,0.000499,,,,113
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-152,68194-09-2,0.001380,ng/g,ppb,0.000100,0.000499,J,J,Estimated,114
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-153/PCB-168,,3.960000,ng/g,ppb,0.000185,0.000998,,,,115
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-154,60145-22-4,0.081800,ng/g,ppb,0.000117,0.000499,,,,116
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-155,33979-03-2,0.006840,ng/g,ppb,0.000131,0.000499,,,,117
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-156/PCB-157,,0.231000,ng/g,ppb,0.000413,0.000997,,,,118
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-158,74472-42-7,0.220000,ng/g,ppb,0.000087,0.000499,,,,119
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-159,39635-35-3,0.023400,ng/g,ppb,0.000131,0.000499,,,,120
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-161,74472-43-8,,ng/g,ppb,0.000109,0.000498,U,,,121
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-162,39635-34-2,0.022400,ng/g,ppb,0.000157,0.000499,,,,122
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-164,74472-45-0,0.209000,ng/g,ppb,0.000127,0.000498,,,,123
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-165,74472-46-1,0.009530,ng/g,ppb,0.000095,0.000499,,,,124
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-167,52663-72-6,0.107000,ng/g,ppb,0.000164,0.000499,,,,125
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-169,32774-16-6,,ng/g,ppb,0.000250,0.000499,U,,,126
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-170,35065-30-6,0.678000,ng/g,ppb,0.000168,0.000498,,,,127
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-171/PCB-173,,0.271000,ng/g,ppb,0.000230,0.000997,,,,128
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-172,52663-74-8,0.161000,ng/g,ppb,0.000098,0.000499,,,,129
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-174,38411-25-5,0.813000,ng/g,ppb,0.000165,0.000499,,,,130
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-175,40186-70-7,0.032000,ng/g,ppb,0.000164,0.000499,,,,131
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-176,52663-65-7,0.062100,ng/g,ppb,0.000120,0.000499,,,,132
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-177,52663-70-4,0.698000,ng/g,ppb,0.000099,0.000498,,,,133
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-178,52663-67-9,0.262000,ng/g,ppb,0.000139,0.000499,,,,134
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-179,52663-64-6,0.321000,ng/g,ppb,0.000135,0.000499,,,,135
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-180/PCB-193,,1.970000,ng/g,ppb,0.000213,0.000999,,,,136
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-181,74472-47-2,0.008380,ng/g,ppb,0.000102,0.000499,,,,137
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-182,60145-23-5,0.009760,ng/g,ppb,0.000129,0.000499,,,,138
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-183/PCB-185,,0.729000,ng/g,ppb,0.000191,0.000997,,,,139
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-184,74472-48-3,0.010000,ng/g,ppb,0.000147,0.000499,,,,140
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-186,74472-49-4,,ng/g,ppb,0.000120,0.000498,U,,,141
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-187,52663-68-0,1.530000,ng/g,ppb,0.000171,0.000499,,,,142
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-188,74487-85-7,0.009070,ng/g,ppb,0.000084,0.000499,,,,143
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-189,39635-31-9,0.024800,ng/g,ppb,0.000188,0.000499,,,,144
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-190,41411-64-7,0.158000,ng/g,ppb,0.000113,0.000499,,,,145
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-191,74472-50-7,0.022900,ng/g,ppb,0.000120,0.000499,,,,146
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-192,74472-51-8,,ng/g,ppb,0.000165,0.000499,U,,,147
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-194,35694-08-7,0.294000,ng/g,ppb,0.000118,0.000499,,,,148
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-195,52663-78-2,0.102000,ng/g,ppb,0.000154,0.000499,,,,149
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-196,42740-50-1,0.135000,ng/g,ppb,0.000139,0.000499,,,,150
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-197,33091-17-7,0.022000,ng/g,ppb,0.000184,0.000499,,,,151
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-198/PCB-199,,0.367000,ng/g,ppb,0.000235,0.000998,,,,152
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-200,52663-73-7,0.022600,ng/g,ppb,0.000285,0.000499,,,,153
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-201,40186-71-8,0.048300,ng/g,ppb,0.000103,0.000499,,,,154
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-202,2136-99-4,0.129000,ng/g,ppb,0.000138,0.000499,,,,155
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-203,52663-76-0,0.225000,ng/g,ppb,0.000124,0.000498,,,,156
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-204,74472-52-9,0.001700,ng/g,ppb,0.000103,0.000499,J,J,Estimated,157
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-205,74472-53-0,0.015500,ng/g,ppb,0.000140,0.000499,,,,158
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-206,40186-72-9,0.092500,ng/g,ppb,0.000131,0.000499,,,,159
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-207,52663-79-3,0.020200,ng/g,ppb,0.000078,0.000499,,,,160
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-208,52663-77-1,0.038900,ng/g,ppb,0.000085,0.000499,,,,161
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,PCB-209,2051-24-3,0.026500,ng/g,ppb,0.000126,0.000499,,,,162
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,1.50,Total PCBs,,35.430000,ng/g,ppb,,,,,,163
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-1,2051-60-7,,ng/g,ppb,0.000059,0.000498,U,,,1
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-2,2051-61-8,,ng/g,ppb,0.000091,0.000498,U,,,2
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-3,2051-62-9,,ng/g,ppb,0.000098,0.000498,U,,,3
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-4,13029-08-8,0.001320,ng/g,ppb,0.000101,0.000500,J,J,Estimated,4
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-5,16605-91-7,,ng/g,ppb,0.000068,0.000498,U,,,5
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-6,25569-80-6,,ng/g,ppb,0.000111,0.000500,U,,,6
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-7,33284-50-3,,ng/g,ppb,0.000086,0.000498,U,,,7
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-8,34883-43-7,,ng/g,ppb,0.000098,0.000500,U,,,8
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-9,34883-39-1,,ng/g,ppb,0.000101,0.000498,U,,,9
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-10,33146-45-1,,ng/g,ppb,0.000080,0.000498,U,,,10
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-11,2050-67-1,0.002100,ng/g,ppb,0.000331,0.000499,J,J,Estimated,11
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-12/PCB-13,,,ng/g,ppb,0.000198,0.000996,U,,,12
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-14,34883-41-5,,ng/g,ppb,0.000094,0.000498,U,,,13
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-15,2050-68-2,,ng/g,ppb,0.000132,0.000499,U,,,14
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-16,38444-78-9,0.002160,ng/g,ppb,0.000166,0.000499,J,J,Estimated,15
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-17,37680-66-3,0.002840,ng/g,ppb,0.000072,0.000499,,,,16
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-18/PCB-30,,0.006470,ng/g,ppb,0.000167,0.000997,,,,17
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-19,38444-73-4,,ng/g,ppb,0.000145,0.000499,U,,,18
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.10,PCB-20/PCB-28,,0.020000,ng/g,ppb,0.000227,0.000997,,,,19
