EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Species Name,Common Name,Family,Niche,Lipid (%),Analyte ,CAS Number,Amount,TEF,Congener TEQ,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Order
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,6.60,Dioxin/furan TEQ,NA,1.055,,,pg/g,ppt,,,,,,18
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,6.60,PCB TEQ,NA,2.544,,,pg/g,ppt,,,,,,19
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,6.60,Total TEQ,NA,3.599,,,pg/g,ppt,,,,,,20
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"2,3,7,8-TCDD",1746-01-6,0.037,1.0000,0.0370000,pg/g,ppt,0.0132,0.08,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",1
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,7,8-PeCDD",40321-76-4,0.119,1.0000,0.1190000,pg/g,ppt,0.0188,0.40,J,J,Estimated,2
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,4,7,8-HxCDD",39227-28-6,,0.1000,0.0000000,pg/g,ppt,0.0192,0.40,U,,,3
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,6,7,8-HxCDD",57653-85-7,0.059,0.1000,0.0059000,pg/g,ppt,0.0264,0.40,J,J,Estimated,4
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,7,8,9-HxCDD",19408-74-3,0.031,0.1000,0.0031000,pg/g,ppt,0.0236,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",5
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.069,0.0100,0.0006900,pg/g,ppt,0.0200,0.40,J,J,Estimated,6
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,OCDD,3268-87-9,0.313,0.0003,0.0000939,pg/g,ppt,0.0559,0.80,J,J,Estimated,7
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"2,3,7,8-TCDF",51207-31-9,0.273,0.1000,0.0273000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,7,8-PeCDF",57117-41-6,0.049,0.0300,0.0014700,pg/g,ppt,0.0212,0.40,J,J,Estimated,9
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"2,3,4,7,8-PeCDF",57117-31-4,0.085,0.3000,0.0255000,pg/g,ppt,0.0188,0.40,J,J,Estimated,10
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,4,7,8-HxCDF",70648-26-9,,0.1000,0.0000000,pg/g,ppt,0.0292,0.40,U,,,11
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,6,7,8-HxCDF",57117-44-9,,0.1000,0.0000000,pg/g,ppt,0.0188,0.40,U,,,12
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"2,3,4,6,7,8-HxCDF",60851-34-5,,0.1000,0.0000000,pg/g,ppt,0.0252,0.40,U,,,14
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,4,6,7,8-HpCDF",67562-39-4,,0.0100,0.0000000,pg/g,ppt,0.0204,0.40,U,,,15
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,"1,2,3,4,7,8,9-HpCDF",55673-89-7,,0.0100,0.0000000,pg/g,ppt,0.0208,0.40,U,,,16
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,Dioxin/furan TEQ,NA,0.220,,,pg/g,ppt,,,,,,18
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,PCB TEQ,NA,0.208,,,pg/g,ppt,,,,,,19
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,0.52,Total TEQ,NA,0.428,,,pg/g,ppt,,,,,,20
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"2,3,7,8-TCDD",1746-01-6,0.062,1.0000,0.0620000,pg/g,ppt,0.0132,0.08,J,J,Estimated,1
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,7,8-PeCDD",40321-76-4,0.266,1.0000,0.2660000,pg/g,ppt,0.0188,0.40,J,J,Estimated,2
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,4,7,8-HxCDD",39227-28-6,0.037,0.1000,0.0037000,pg/g,ppt,0.0192,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",3
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,6,7,8-HxCDD",57653-85-7,0.043,0.1000,0.0043000,pg/g,ppt,0.0264,0.40,J,J,Estimated,4
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,7,8,9-HxCDD",19408-74-3,,0.1000,0.0000000,pg/g,ppt,0.0236,0.40,U,,,5
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,4,6,7,8-HpCDD",35822-46-9,,0.0100,0.0000000,pg/g,ppt,0.0200,0.40,K B J,"B, RNON","Blank Contamination, Result Reported as a Non-detect",6
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,OCDD,3268-87-9,,0.0003,0.0000000,pg/g,ppt,0.0559,0.80,K B J,"B, RNON","Blank Contamination, Result Reported as a Non-detect",7
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"2,3,7,8-TCDF",51207-31-9,1.270,0.1000,0.1270000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,7,8-PeCDF",57117-41-6,0.086,0.0300,0.0025800,pg/g,ppt,0.0212,0.40,J,J,Estimated,9
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"2,3,4,7,8-PeCDF",57117-31-4,0.238,0.3000,0.0714000,pg/g,ppt,0.0188,0.40,J,J,Estimated,10
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,4,7,8-HxCDF",70648-26-9,,0.1000,0.0000000,pg/g,ppt,0.0292,0.40,U,,,11
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,6,7,8-HxCDF",57117-44-9,,0.1000,0.0000000,pg/g,ppt,0.0188,0.40,U,,,12
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"2,3,4,6,7,8-HxCDF",60851-34-5,,0.1000,0.0000000,pg/g,ppt,0.0252,0.40,U,,,14
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,4,6,7,8-HpCDF",67562-39-4,,0.0100,0.0000000,pg/g,ppt,0.0204,0.40,U,,,15
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,"1,2,3,4,7,8,9-HpCDF",55673-89-7,,0.0100,0.0000000,pg/g,ppt,0.0208,0.40,U,,,16
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,Dioxin/furan TEQ,NA,0.537,,,pg/g,ppt,,,,,,18
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,PCB TEQ,NA,1.347,,,pg/g,ppt,,,,,,19
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.70,Total TEQ,NA,1.884,,,pg/g,ppt,,,,,,20
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"2,3,7,8-TCDD",1746-01-6,0.039,1.0000,0.0390000,pg/g,ppt,0.0132,0.08,J,J,Estimated,1
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,7,8-PeCDD",40321-76-4,0.170,1.0000,0.1700000,pg/g,ppt,0.0188,0.40,J,J,Estimated,2
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,4,7,8-HxCDD",39227-28-6,,0.1000,0.0000000,pg/g,ppt,0.0192,0.40,U,,,3
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,6,7,8-HxCDD",57653-85-7,0.049,0.1000,0.0049000,pg/g,ppt,0.0264,0.40,J,J,Estimated,4
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,7,8,9-HxCDD",19408-74-3,,0.1000,0.0000000,pg/g,ppt,0.0236,0.40,U,,,5
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.042,0.0100,0.0004200,pg/g,ppt,0.0200,0.40,J,J,Estimated,6
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,OCDD,3268-87-9,,0.0003,0.0000000,pg/g,ppt,0.0559,0.80,U,,,7
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"2,3,7,8-TCDF",51207-31-9,1.060,0.1000,0.1060000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,7,8-PeCDF",57117-41-6,0.130,0.0300,0.0039000,pg/g,ppt,0.0212,0.40,J,J,Estimated,9
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"2,3,4,7,8-PeCDF",57117-31-4,0.145,0.3000,0.0435000,pg/g,ppt,0.0188,0.40,J,J,Estimated,10
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,4,7,8-HxCDF",70648-26-9,,0.1000,0.0000000,pg/g,ppt,0.0292,0.40,U,,,11
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,6,7,8-HxCDF",57117-44-9,,0.1000,0.0000000,pg/g,ppt,0.0188,0.40,U,,,12
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"2,3,4,6,7,8-HxCDF",60851-34-5,,0.1000,0.0000000,pg/g,ppt,0.0252,0.40,U,,,14
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,4,6,7,8-HpCDF",67562-39-4,,0.0100,0.0000000,pg/g,ppt,0.0204,0.40,U,,,15
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,"1,2,3,4,7,8,9-HpCDF",55673-89-7,,0.0100,0.0000000,pg/g,ppt,0.0208,0.40,U,,,16
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,Dioxin/furan TEQ,NA,0.368,,,pg/g,ppt,,,,,,18
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,PCB TEQ,NA,1.339,,,pg/g,ppt,,,,,,19
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.20,Total TEQ,NA,1.707,,,pg/g,ppt,,,,,,20
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"2,3,7,8-TCDD",1746-01-6,0.064,1.0000,0.0640000,pg/g,ppt,0.0132,0.08,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",1
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,7,8-PeCDD",40321-76-4,0.358,1.0000,0.3580000,pg/g,ppt,0.0188,0.40,J G,J,Estimated,2
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,4,7,8-HxCDD",39227-28-6,0.051,0.1000,0.0051000,pg/g,ppt,0.0192,0.40,J,J,Estimated,3
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,6,7,8-HxCDD",57653-85-7,0.105,0.1000,0.0105000,pg/g,ppt,0.0264,0.40,J,J,Estimated,4
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,7,8,9-HxCDD",19408-74-3,0.026,0.1000,0.0026000,pg/g,ppt,0.0236,0.40,J,J,Estimated,5
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,4,6,7,8-HpCDD",35822-46-9,,0.0100,0.0000000,pg/g,ppt,0.0200,0.40,B J,"B, RNON","Blank Contamination, Result Reported as a Non-detect",6
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,OCDD,3268-87-9,,0.0003,0.0000000,pg/g,ppt,0.0559,0.80,B J,"B, RNON","Blank Contamination, Result Reported as a Non-detect",7
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"2,3,7,8-TCDF",51207-31-9,1.720,0.1000,0.1720000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,7,8-PeCDF",57117-41-6,0.120,0.0300,0.0036000,pg/g,ppt,0.0212,0.40,J,J,Estimated,9
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"2,3,4,7,8-PeCDF",57117-31-4,0.384,0.3000,0.1152000,pg/g,ppt,0.0188,0.40,J,J,Estimated,10
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,4,7,8-HxCDF",70648-26-9,,0.1000,0.0000000,pg/g,ppt,0.0292,0.40,U,,,11
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,6,7,8-HxCDF",57117-44-9,0.027,0.1000,0.0027000,pg/g,ppt,0.0188,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",12
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"2,3,4,6,7,8-HxCDF",60851-34-5,0.026,0.1000,0.0026000,pg/g,ppt,0.0252,0.40,J,J,Estimated,14
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,4,6,7,8-HpCDF",67562-39-4,0.035,0.0100,0.0003500,pg/g,ppt,0.0204,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",15
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,"1,2,3,4,7,8,9-HpCDF",55673-89-7,0.022,0.0100,0.0002200,pg/g,ppt,0.0208,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",16
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,Dioxin/furan TEQ,NA,0.737,,,pg/g,ppt,,,,,,18
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,PCB TEQ,NA,3.075,,,pg/g,ppt,,,,,,19
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.50,Total TEQ,NA,3.812,,,pg/g,ppt,,,,,,20
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"2,3,7,8-TCDD",1746-01-6,,1.0000,0.0000000,pg/g,ppt,0.0132,0.08,U,,,1
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,7,8-PeCDD",40321-76-4,0.128,1.0000,0.1280000,pg/g,ppt,0.0188,0.40,J G,J,Estimated,2
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,4,7,8-HxCDD",39227-28-6,0.026,0.1000,0.0026000,pg/g,ppt,0.0192,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",3
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,6,7,8-HxCDD",57653-85-7,0.059,0.1000,0.0059000,pg/g,ppt,0.0264,0.40,J,J,Estimated,4
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,7,8,9-HxCDD",19408-74-3,,0.1000,0.0000000,pg/g,ppt,0.0236,0.40,U,,,5
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.033,0.0100,0.0003300,pg/g,ppt,0.0200,0.40,J,J,Estimated,6
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,OCDD,3268-87-9,,0.0003,0.0000000,pg/g,ppt,0.0559,0.80,U,,,7
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"2,3,7,8-TCDF",51207-31-9,0.527,0.1000,0.0527000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,7,8-PeCDF",57117-41-6,0.026,0.0300,0.0007800,pg/g,ppt,0.0212,0.40,J,J,Estimated,9
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"2,3,4,7,8-PeCDF",57117-31-4,0.075,0.3000,0.0225000,pg/g,ppt,0.0188,0.40,J,J,Estimated,10
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,4,7,8-HxCDF",70648-26-9,,0.1000,0.0000000,pg/g,ppt,0.0292,0.40,U,,,11
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,6,7,8-HxCDF",57117-44-9,,0.1000,0.0000000,pg/g,ppt,0.0188,0.40,U,,,12
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"2,3,4,6,7,8-HxCDF",60851-34-5,,0.1000,0.0000000,pg/g,ppt,0.0252,0.40,U,,,14
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,4,6,7,8-HpCDF",67562-39-4,,0.0100,0.0000000,pg/g,ppt,0.0204,0.40,U,,,15
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,"1,2,3,4,7,8,9-HpCDF",55673-89-7,,0.0100,0.0000000,pg/g,ppt,0.0208,0.40,U,,,16
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,Dioxin/furan TEQ,NA,0.213,,,pg/g,ppt,,,,,,18
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,PCB TEQ,NA,0.784,,,pg/g,ppt,,,,,,19
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,1.60,Total TEQ,NA,0.997,,,pg/g,ppt,,,,,,20
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.10,"2,3,7,8-TCDD",1746-01-6,0.044,1.0000,0.0440000,pg/g,ppt,0.0132,0.08,J,J,Estimated,1
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.10,"1,2,3,7,8-PeCDD",40321-76-4,0.157,1.0000,0.1570000,pg/g,ppt,0.0188,0.40,J,J,Estimated,2
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.10,"1,2,3,4,7,8-HxCDD",39227-28-6,0.042,0.1000,0.0042000,pg/g,ppt,0.0192,0.40,J,J,Estimated,3
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.10,"1,2,3,6,7,8-HxCDD",57653-85-7,0.104,0.1000,0.0104000,pg/g,ppt,0.0264,0.40,J,J,Estimated,4
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.10,"1,2,3,7,8,9-HxCDD",19408-74-3,0.031,0.1000,0.0031000,pg/g,ppt,0.0236,0.40,J,J,Estimated,5
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.10,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.084,0.0100,0.0008400,pg/g,ppt,0.0200,0.40,J,J,Estimated,6
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.10,OCDD,3268-87-9,,0.0003,0.0000000,pg/g,ppt,0.0559,0.80,U,,,7
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,3.10,"2,3,7,8-TCDF",51207-31-9,0.486,0.1000,0.0486000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
