EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Lipid Number,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Oder
2,NY,Lake Erie,GLNS15-1158,793314,793314.1,Sander vitreus,Walleye,Percidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,4027.09,ug/g,ppm,2.49,7.47,,,,35
2,NY,Lake Erie,GLNS15-1158,793314,793314.1,Sander vitreus,Walleye,Percidae,P,Tricosanoic acid,C23:0,2433-96-7,,ug/g,ppm,0.15,0.44,U,,,36
2,NY,Lake Erie,GLNS15-1158,793314,793314.1,Sander vitreus,Walleye,Percidae,P,Lignoceric acid,C24:0,557-59-5,12.76,ug/g,ppm,0.09,0.27,,,,37
2,NY,Lake Erie,GLNS15-1158,793314,793314.1,Sander vitreus,Walleye,Percidae,P,Nervonic acid,C24:1n9,506-37-6 ,41.61,ug/g,ppm,0.63,1.89,,,,38
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Tridecanoic acid,C13:0,638-53-9,,ug/g,ppm,0.09,0.27,U,,,4
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Myristic acid,C14:0,544-63-8,1773.41,ug/g,ppm,1.89,5.68,,,,5
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Myristoleic acid,C14:1,544-64-9,112.37,ug/g,ppm,0.18,0.54,,,,6
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Pentadecanoic acid,C15:0,1002-84-2,253.43,ug/g,ppm,0.36,1.09,,,,7
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,12.07,ug/g,ppm,0.09,0.27,,,,8
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Palmitic acid,C16:0,57-10-3,15329.95,ug/g,ppm,6.72,20.20,,,,9
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,12434.85,ug/g,ppm,7.14,21.40,,,,10
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Heptadecanoic acid,C17:0,506-12-7,479.40,ug/g,ppm,0.33,0.99,,"HSRM, J","High standard reference material recovery, result is estimated",11
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Stearic acid,C18:0,57-11-4,1650.33,ug/g,ppm,0.69,2.08,,,,13
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Oleic acid,C18:1n9 cis,112-80-1,14616.25,ug/g,ppm,10.60,31.80,,,,14
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Elaidic acid,C18:1n9 trans,112-79-8,61.10,ug/g,ppm,0.30,0.89,,,,15
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,3019.28,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Linoleic acid,C18:2n6 cis,60-33-3,1490.01,ug/g,ppm,1.60,4.81,,,,17
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Linolenic acid,C18:3n3,463-40-1,1712.45,ug/g,ppm,3.50,10.50,,,,19
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,118.88,ug/g,ppm,0.34,1.01,,,,20
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,785.93,ug/g,ppm,2.49,7.47,NNR (C20:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",21
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Arachidic acid,C20:0,506-30-9,72.50,ug/g,ppm,0.09,0.27,,,,22
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosenoic acid,C20:1n9,29204-02-2,1318.16,ug/g,ppm,3.50,10.50,,,,23
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosadienoic acid,C20:2,2091-39-6,222.24,ug/g,ppm,0.16,0.48,,,,24
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,89.52,ug/g,ppm,0.32,0.96,,,,26
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Arachidonic acid,C20:4n6,506-32-1,1837.91,ug/g,ppm,0.14,0.41,,,,27
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,2268.00,ug/g,ppm,0.20,0.59,,,,28
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Heneicosanoic acid,C21:0,2363-71-5,37.23,ug/g,ppm,0.12,0.36,,,,29
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Behenic acid,C22:0,112-85-6,11.19,ug/g,ppm,0.09,0.27,,,,30
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Erucic acid,C22:1n9,112-86-7,58.46,ug/g,ppm,1.67,5.00,,,,31
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,2179.03,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,3581.35,ug/g,ppm,2.49,7.47,,"HSRM, J","High standard reference material recovery, result is estimated",35
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Tricosanoic acid,C23:0,2433-96-7,321.86,ug/g,ppm,0.15,0.44,,,,36
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Lignoceric acid,C24:0,557-59-5,21.02,ug/g,ppm,0.09,0.27,,,,37
2,NY,Lake Erie,GLNS15-1166,806054,806054.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Nervonic acid,C24:1n9,506-37-6 ,583.23,ug/g,ppm,0.63,1.89,,,,38
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Tridecanoic acid,C13:0,638-53-9,,ug/g,ppm,0.09,0.27,U,,,4
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Myristic acid,C14:0,544-63-8,783.00,ug/g,ppm,1.89,5.68,,,,5
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Myristoleic acid,C14:1,544-64-9,99.34,ug/g,ppm,0.18,0.54,,,,6
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Pentadecanoic acid,C15:0,1002-84-2,117.00,ug/g,ppm,0.36,1.09,,,,7
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,9.39,ug/g,ppm,0.09,0.27,,,,8
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Palmitic acid,C16:0,57-10-3,7270.35,ug/g,ppm,6.72,20.20,,,,9
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,3475.76,ug/g,ppm,7.14,21.40,,,,10
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Heptadecanoic acid,C17:0,506-12-7,224.46,ug/g,ppm,0.33,0.99,,,,11
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Stearic acid,C18:0,57-11-4,1264.23,ug/g,ppm,0.69,2.08,,,,13
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Oleic acid,C18:1n9 cis,112-80-1,8628.82,ug/g,ppm,10.60,31.80,,,,14
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Elaidic acid,C18:1n9 trans,112-79-8,48.17,ug/g,ppm,0.30,0.89,,,,15
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,1697.59,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Linoleic acid,C18:2n6 cis,60-33-3,772.81,ug/g,ppm,1.60,4.81,,,,17
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Linolenic acid,C18:3n3,463-40-1,743.69,ug/g,ppm,3.50,10.50,,,,19
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,101.78,ug/g,ppm,0.34,1.01,,,,20
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,220.90,ug/g,ppm,2.49,7.47,NNR (C20:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",21
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Arachidic acid,C20:0,506-30-9,55.99,ug/g,ppm,0.09,0.27,,,,22
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Eicosenoic acid,C20:1n9,29204-02-2,384.52,ug/g,ppm,3.50,10.50,,,,23
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Eicosadienoic acid,C20:2,2091-39-6,118.63,ug/g,ppm,0.16,0.48,,,,24
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,76.26,ug/g,ppm,0.32,0.96,,,,26
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Arachidonic acid,C20:4n6,506-32-1,1482.91,ug/g,ppm,0.14,0.41,,,,27
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,2000.67,ug/g,ppm,0.20,0.59,,,,28
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Heneicosanoic acid,C21:0,2363-71-5,,ug/g,ppm,0.12,0.36,U,,,29
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Behenic acid,C22:0,112-85-6,27.75,ug/g,ppm,0.09,0.27,,,,30
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Erucic acid,C22:1n9,112-86-7,31.33,ug/g,ppm,1.67,5.00,,,,31
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Cetoleic acid,C22:1n11,1002-96-6,27.18,ug/g,ppm,2.49,7.47,NNR (C22:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",32
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,1027.29,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,1889.08,ug/g,ppm,2.49,7.47,,,,35
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Tricosanoic acid,C23:0,2433-96-7,8.85,ug/g,ppm,0.15,0.44,,,,36
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Lignoceric acid,C24:0,557-59-5,13.09,ug/g,ppm,0.09,0.27,,,,37
2,NY,Lake Ontario,GLNS15-1288,776854,776854.1,Morone americana,White perch,Moronidae,P,Nervonic acid,C24:1n9,506-37-6 ,157.30,ug/g,ppm,0.63,1.89,,,,38
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Tridecanoic acid,C13:0,638-53-9,,ug/g,ppm,0.09,0.27,U,,,4
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Myristic acid,C14:0,544-63-8,383.12,ug/g,ppm,1.89,5.68,,,,5
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Myristoleic acid,C14:1,544-64-9,36.28,ug/g,ppm,0.18,0.54,,,,6
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Pentadecanoic acid,C15:0,1002-84-2,54.32,ug/g,ppm,0.36,1.09,,,,7
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,ug/g,ppm,0.09,0.27,U,,,8
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Palmitic acid,C16:0,57-10-3,2327.39,ug/g,ppm,6.72,20.20,,,,9
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,973.51,ug/g,ppm,7.14,21.40,,,,10
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Heptadecanoic acid,C17:0,506-12-7,66.99,ug/g,ppm,0.33,0.99,,,,11
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Stearic acid,C18:0,57-11-4,363.20,ug/g,ppm,0.69,2.08,,,,13
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Oleic acid,C18:1n9 cis,112-80-1,2851.22,ug/g,ppm,10.60,31.80,,,,14
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Elaidic acid,C18:1n9 trans,112-79-8,,ug/g,ppm,0.30,0.89,U,,,15
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,344.44,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Linoleic acid,C18:2n6 cis,60-33-3,399.85,ug/g,ppm,1.60,4.81,,,,17
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Linolenic acid,C18:3n3,463-40-1,356.76,ug/g,ppm,3.50,10.50,,,,19
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,30.78,ug/g,ppm,0.34,1.01,,,,20
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,,ug/g,ppm,2.49,7.47,U,,,21
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Arachidic acid,C20:0,506-30-9,15.14,ug/g,ppm,0.09,0.27,,,,22
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Eicosenoic acid,C20:1n9,29204-02-2,,ug/g,ppm,3.50,10.50,U,,,23
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Eicosadienoic acid,C20:2,2091-39-6,42.87,ug/g,ppm,0.16,0.48,,,,24
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,34.04,ug/g,ppm,0.32,0.96,,,,26
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Arachidonic acid,C20:4n6,506-32-1,798.46,ug/g,ppm,0.14,0.41,,,,27
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,791.87,ug/g,ppm,0.20,0.59,,,,28
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Heneicosanoic acid,C21:0,2363-71-5,,ug/g,ppm,0.12,0.36,U,,,29
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Behenic acid,C22:0,112-85-6,,ug/g,ppm,0.09,0.27,U,,,30
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Erucic acid,C22:1n9,112-86-7,,ug/g,ppm,1.67,5.00,U,,,31
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,328.44,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,2508.59,ug/g,ppm,2.49,7.47,,,,35
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Tricosanoic acid,C23:0,2433-96-7,131.81,ug/g,ppm,0.15,0.44,,,,36
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Lignoceric acid,C24:0,557-59-5,7.53,ug/g,ppm,0.09,0.27,,,,37
2,NY,Lake Ontario,GLNS15-1289,776794,776794.1,Sander vitreus,Walleye,Percidae,P,Nervonic acid,C24:1n9,506-37-6 ,,ug/g,ppm,0.63,1.89,U,,,38
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Tridecanoic acid,C13:0,638-53-9,18.08,ug/g,ppm,0.09,0.27,,,,4
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Myristic acid,C14:0,544-63-8,3314.89,ug/g,ppm,1.89,5.68,,,,5
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Myristoleic acid,C14:1,544-64-9,127.48,ug/g,ppm,0.18,0.54,,,,6
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Pentadecanoic acid,C15:0,1002-84-2,310.97,ug/g,ppm,0.36,1.09,,,,7
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,9.99,ug/g,ppm,0.09,0.27,,,,8
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Palmitic acid,C16:0,57-10-3,13902.16,ug/g,ppm,6.72,20.20,,,,9
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,3108.92,ug/g,ppm,7.14,21.40,,,,10
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Heptadecanoic acid,C17:0,506-12-7,440.29,ug/g,ppm,0.33,0.99,SF,,,11
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Stearic acid,C18:0,57-11-4,3413.71,ug/g,ppm,0.69,2.08,,,,13
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Oleic acid,C18:1n9 cis,112-80-1,13146.10,ug/g,ppm,10.60,31.80,,,,14
2,NY,Lake Ontario,GLNS15-1290,805514,805514.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Elaidic acid,C18:1n9 trans,112-79-8,41.62,ug/g,ppm,0.30,0.89,,,,15
