EPA Region,State,Lake Name,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,% Lipids,Analyte,CAS Number,Amount,HH Screening Value,Over HH SV?,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort order
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,BDE-191,NA,,,,ng/g,ppb,0.000840,0.005625,U,,,39
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,BDE-196,NA,,,,ng/g,ppb,0.000900,0.005625,U,,,40
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,BDE-197,NA,0.00131,,,ng/g,ppb,0.000380,0.005625,J,J,Estimated,41
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,BDE-203,337513-72-1,0.00045,,,ng/g,ppb,0.000320,0.005625,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",42
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,BDE-206,63387-28-0,,,,ng/g,ppb,0.001360,0.022500,U,,,43
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,BDE-207,437701-79-6,0.00164,,,ng/g,ppb,0.001560,0.022500,J,J,Estimated,44
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,BDE-208,NA,,,,ng/g,ppb,0.001760,0.022500,U,,,45
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,BDE-209,1163-19-5,0.00914,,,ng/g,ppb,0.006060,0.022500,J,J,Estimated,46
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,HBB,87-82-1,,,,ng/g,ppb,0.000810,0.002250,U,,,47
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,PBEB,85-22-3,,,,ng/g,ppb,0.000260,0.002250,U,,,48
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.14,Summed PBDEs (52),NA,5.16005,210,Does not exceed SV,ng/g,ppb,,,,,,49
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-7,171977-44-9,,,,ng/g,ppb,0.000460,0.002250,U,,,1
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-8/BDE-11,147217-71-8/6903-63-5,0.00114,,,ng/g,ppb,0.000470,0.004500,MJ,J,Estimated,2
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-10,51930-04-2,,,,ng/g,ppb,0.000330,0.002250,U,,,3
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-12/BDE-13,189084-59-1/3694-71-7,0.00090,,,ng/g,ppb,0.000580,0.004500,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",4
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-15,2050-47-7,0.00991,,,ng/g,ppb,0.000120,0.002250,M,,,5
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-17/BDE-25,147217-75-2/147217-77-4,0.02860,,,ng/g,ppb,0.000480,0.004500,M,,,6
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-28/BDE-33,41318-75-6/147217-78-5,0.17400,,,ng/g,ppb,0.000500,0.004500,,,,7
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-30,155999-95-4,0.05400,,,ng/g,ppb,0.000570,0.002250,MR,"LIAR, J","Low Ion Abundance Ratio, Estimated",8
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-32,189084-60-4,0.00541,,,ng/g,ppb,0.000250,0.002250,M,,,9
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-35,147217-80-9,0.00640,,,ng/g,ppb,0.000150,0.002250,MR,"LIAR, J","Low Ion Abundance Ratio, Estimated",10
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-37,147217-81-0,0.00548,,,ng/g,ppb,0.000210,0.002250,M,,,11
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-47,5436-43-1,4.68000,,,ng/g,ppb,0.000960,0.002250,,"B, RNAF","Blank Contamination, Result Not Affected",12
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-49,243982-82-3,0.37600,,,ng/g,ppb,0.000290,0.002250,M,,,13
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-51,189084-57-9,0.04300,,,ng/g,ppb,0.000280,0.002250,MR,"LIAR, J","Low Ion Abundance Ratio, Estimated",14
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-66,189084-61-5,0.23600,,,ng/g,ppb,0.000321,0.002250,M,,,15
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-71,147217-81-0,0.01710,,,ng/g,ppb,0.000240,0.002250,M,"HRPD, J",,16
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-75,189084-63-7,0.02420,,,ng/g,ppb,0.000300,0.002250,M,,,17
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-77,93703-48-1,0.02880,,,ng/g,ppb,0.000270,0.002250,M,,,18
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-79,446254-48-4,0.12100,,,ng/g,ppb,0.000200,0.002250,M,,,19
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-85,182346-21-0,,,,ng/g,ppb,0.000550,0.003375,U,,,20
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-99,60348-60-9,2.10000,,,ng/g,ppb,0.003000,0.003375,,,,21
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-100,189084-64-8,2.32000,,,ng/g,ppb,0.000660,0.003375,,"B, RNAF","Blank Contamination, Result Not Affected",22
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-105,373594-78-6,,,,ng/g,ppb,0.000420,0.003375,U,,,23
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-116,189084-65-9,,,,ng/g,ppb,0.000750,0.003375,U,,,24
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-118,446254-80-4,0.08480,,,ng/g,ppb,0.000480,0.003375,M,,,25
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-119/BDE-120,189084-66-0/417727-71-0,0.17500,,,ng/g,ppb,0.000611,0.006750,M,,,26
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-126,366791-32-4,0.00622,,,ng/g,ppb,0.000260,0.003375,M,,,27
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-128,NA,0.00320,,,ng/g,ppb,0.000870,0.004500,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",28
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-138/BDE-166,182677-30-1/189084-58-0,,,,ng/g,ppb,0.001330,0.009000,U,,,29
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-140,243982-83-4,0.01750,,,ng/g,ppb,0.000730,0.004500,M,,,30
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-153,68631-49-2,0.48800,,,ng/g,ppb,0.000390,0.004500,M,,,31
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-154,207122-15-4,1.23000,,,ng/g,ppb,0.000007,0.000045,M,,,32
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-155,35854-94-5,0.15200,,,ng/g,ppb,0.000470,0.004500,M,,,33
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-156,NA,,,,ng/g,ppb,0.000860,0.004500,U,,,34
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-181,189084-67-1,0.00250,,,ng/g,ppb,0.000570,0.005625,MJ,J,Estimated,35
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-183,207122-16-5,0.02240,,,ng/g,ppb,0.000490,0.005625,,,,36
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-184,NA,0.01130,,,ng/g,ppb,0.000890,0.005625,,,,37
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-190,189084-68-2,,,,ng/g,ppb,0.000980,0.005625,U,,,38
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-191,NA,,,,ng/g,ppb,0.000840,0.005625,U,,,39
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-196,NA,,,,ng/g,ppb,0.000900,0.005625,U,,,40
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-197,NA,0.00369,,,ng/g,ppb,0.000380,0.005625,MJ,J,Estimated,41
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-203,337513-72-1,0.00084,,,ng/g,ppb,0.000320,0.005625,MJ,J,Estimated,42
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-206,63387-28-0,,,,ng/g,ppb,0.001360,0.022500,U,,,43
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-207,437701-79-6,,,,ng/g,ppb,0.001560,0.022500,U,,,44
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-208,NA,,,,ng/g,ppb,0.001760,0.022500,U,,,45
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,BDE-209,1163-19-5,0.00696,,,ng/g,ppb,0.006060,0.022500,J,J,Estimated,46
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,HBB,87-82-1,,,,ng/g,ppb,0.000810,0.002250,U,,,47
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,PBEB,85-22-3,,,,ng/g,ppb,0.000260,0.002250,U,,,48
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,1.81,Summed PBDEs (52),NA,12.43635,210,Does not exceed SV,ng/g,ppb,,,,,,49
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-7,171977-44-9,,,,ng/g,ppb,0.000460,0.002250,U,,,1
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-8/BDE-11,147217-71-8/6903-63-5,0.00051,,,ng/g,ppb,0.000470,0.004500,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",2
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-10,51930-04-2,,,,ng/g,ppb,0.000330,0.002250,U,,,3
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-12/BDE-13,189084-59-1/3694-71-7,0.00065,,,ng/g,ppb,0.000580,0.004500,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",4
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-15,2050-47-7,0.00474,,,ng/g,ppb,0.000120,0.002250,,,,5
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-17/BDE-25,147217-75-2/147217-77-4,0.01340,,,ng/g,ppb,0.000480,0.004500,M,,,6
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-28/BDE-33,41318-75-6/147217-78-5,0.16700,,,ng/g,ppb,0.000500,0.004500,,,,7
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-30,155999-95-4,,,,ng/g,ppb,0.000570,0.002250,U,,,8
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-32,189084-60-4,,,,ng/g,ppb,0.000250,0.002250,U,,,9
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-35,147217-80-9,,,,ng/g,ppb,0.000150,0.002250,U,,,10
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-37,147217-81-0,0.00220,,,ng/g,ppb,0.000210,0.002250,MR,"LIAR, J","Low Ion Abundance Ratio, Estimated",11
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-47,5436-43-1,4.66000,,,ng/g,ppb,0.000960,0.002250,,"B, RNAF","Blank Contamination, Result Not Affected",12
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-49,243982-82-3,0.09910,,,ng/g,ppb,0.000290,0.002250,M,,,13
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-51,189084-57-9,0.01330,,,ng/g,ppb,0.000280,0.002250,M,"HRPD, J",,14
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-66,189084-61-5,0.19100,,,ng/g,ppb,0.000321,0.002250,M,,,15
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-71,147217-81-0,0.27100,,,ng/g,ppb,0.000240,0.002250,M,,,16
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-75,189084-63-7,0.01090,,,ng/g,ppb,0.000300,0.002250,M,,,17
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-77,93703-48-1,0.01240,,,ng/g,ppb,0.000270,0.002250,M,,,18
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-79,446254-48-4,0.06280,,,ng/g,ppb,0.000200,0.002250,M,,,19
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-85,182346-21-0,,,,ng/g,ppb,0.000550,0.003375,U,,,20
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-99,60348-60-9,1.68000,,,ng/g,ppb,0.003000,0.003375,,,,21
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-100,189084-64-8,1.83000,,,ng/g,ppb,0.000660,0.003375,,,,22
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-105,373594-78-6,,,,ng/g,ppb,0.000420,0.003375,U,,,23
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-116,189084-65-9,,,,ng/g,ppb,0.000750,0.003375,U,,,24
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-118,446254-80-4,0.06720,,,ng/g,ppb,0.000480,0.003375,M,,,25
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-119/BDE-120,189084-66-0/417727-71-0,0.15500,,,ng/g,ppb,0.000611,0.006750,M,,,26
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-126,366791-32-4,0.00100,,,ng/g,ppb,0.000260,0.003375,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",27
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-128,NA,,,,ng/g,ppb,0.000870,0.004500,U,,,28
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-138/BDE-166,182677-30-1/189084-58-0,,,,ng/g,ppb,0.001330,0.009000,U,,,29
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-140,243982-83-4,0.01380,,,ng/g,ppb,0.000730,0.004500,M,,,30
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-153,68631-49-2,0.41000,,,ng/g,ppb,0.000390,0.004500,,,,31
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-154,207122-15-4,0.93100,,,ng/g,ppb,0.000007,0.000045,,,,32
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-155,35854-94-5,0.11600,,,ng/g,ppb,0.000470,0.004500,M,,,33
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-156,NA,,,,ng/g,ppb,0.000860,0.004500,U,,,34
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-181,189084-67-1,,,,ng/g,ppb,0.000570,0.005625,U,,,35
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-183,207122-16-5,0.03810,,,ng/g,ppb,0.000490,0.005625,,,,36
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-184,NA,0.01320,,,ng/g,ppb,0.000890,0.005625,,,,37
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-190,189084-68-2,,,,ng/g,ppb,0.000980,0.005625,U,,,38
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-191,NA,,,,ng/g,ppb,0.000840,0.005625,U,,,39
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-196,NA,0.00612,,,ng/g,ppb,0.000900,0.005625,,,,40
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-197,NA,0.02320,,,ng/g,ppb,0.000380,0.005625,,,,41
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-203,337513-72-1,0.00798,,,ng/g,ppb,0.000320,0.005625,,,,42
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-206,63387-28-0,0.00405,,,ng/g,ppb,0.001360,0.022500,J,J,Estimated,43
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-207,437701-79-6,0.01100,,,ng/g,ppb,0.001560,0.022500,J,J,Estimated,44
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-208,NA,0.00548,,,ng/g,ppb,0.001760,0.022500,J,"HICAL, RNAF","High RSD for Initial Calibration, Result Not Affected",45
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,BDE-209,1163-19-5,0.08310,,,ng/g,ppb,0.006060,0.022500,,,,46
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,HBB,87-82-1,,,,ng/g,ppb,0.000810,0.002250,U,,,47
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,PBEB,85-22-3,,,,ng/g,ppb,0.000260,0.002250,U,,,48
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,0.47,Summed PBDEs (52),NA,10.90523,210,Does not exceed SV,ng/g,ppb,,,,,,49
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-7,171977-44-9,,,,ng/g,ppb,0.000460,0.002250,U,,,1
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-8/BDE-11,147217-71-8/6903-63-5,0.00100,,,ng/g,ppb,0.000470,0.004500,MJ,J,Estimated,2
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-10,51930-04-2,,,,ng/g,ppb,0.000330,0.002250,U,,,3
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-12/BDE-13,189084-59-1/3694-71-7,0.00092,,,ng/g,ppb,0.000580,0.004500,MJ,J,Estimated,4
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-15,2050-47-7,0.02450,,,ng/g,ppb,0.000120,0.002250,M,,,5
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-17/BDE-25,147217-75-2/147217-77-4,0.05780,,,ng/g,ppb,0.000480,0.004500,M,,,6
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-28/BDE-33,41318-75-6/147217-78-5,0.44800,,,ng/g,ppb,0.000500,0.004500,M,,,7
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-30,155999-95-4,,,,ng/g,ppb,0.000570,0.002250,U,,,8
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-32,189084-60-4,0.00236,,,ng/g,ppb,0.000250,0.002250,M,,,9
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-35,147217-80-9,0.27000,,,ng/g,ppb,0.000150,0.002250,MR,"LIAR, J","Low Ion Abundance Ratio, Estimated",10
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-37,147217-81-0,0.01120,,,ng/g,ppb,0.000210,0.002250,M,,,11
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-47,5436-43-1,9.95000,,,ng/g,ppb,0.000960,0.002250,,"B, RNAF","Blank Contamination, Result Not Affected",12
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-49,243982-82-3,0.71800,,,ng/g,ppb,0.000290,0.002250,M,,,13
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-51,189084-57-9,0.07970,,,ng/g,ppb,0.000280,0.002250,M,,,14
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,3.35,BDE-66,189084-61-5,0.53800,,,ng/g,ppb,0.000321,0.002250,,,,15
