EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Lipid Number,CAS Number,Amount,Units,MDL,QL,Lab Flag,SCC Code,Comments,Sort Oder
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Oleic acid,C18:1n9 cis,112-80-1,4195.75,µg/g,10.60,31.80,MM,,,14
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,,,,15
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,828,µg/g,2.26,6.78,db,,,16
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Linoleic acid,C18:2n6 cis,60-33-3,922.44,µg/g,1.60,4.80,bb,,,17
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,µg/g,0.93,2.79,,,,18
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Linolenic acid,C18:3n3,463-40-1,656.94,µg/g,3.50,10.50,MM,,,19
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,35.45,µg/g,0.34,1.02,bb,,,20
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,254.51,µg/g,3.50,10.50,bb,,,21
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Arachidic acid,C20:0,506-30-9,30.09,µg/g,0.09,0.27,MM,,,22
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Eicosenoic acid,C20:1n9,29204-02-2,218.46,µg/g,3.50,10.50,bb,"LSRM, J","Low SRM recovery, result is estimated",23
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Eicosadienoic acid,C20:2,2091-39-6,213.2,µg/g,0.16,0.48,MM,"LSRM, J","Low SRM recovery, result is estimated",24
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,µg/g,2.04,6.12,MM,,,25
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,62.42,µg/g,0.32,0.96,MM,,,26
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Arachidonic acid,C20:4n6,506-32-1,745.7,µg/g,1.67,5.01,MM,,,27
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,1252.97,µg/g,0.20,0.60,MM,,,28
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Heneicosanoic acid,C21:0,2363-71-5,8.75,µg/g,0.12,0.36,MM,,,29
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Behenic acid,C22:0,112-85-6,,µg/g,0.09,0.27,,,,30
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Erucic acid,C22:1n9,112-86-7,33.07,µg/g,0.14,0.42,MM,,,31
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,MM,,,33
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,787.65,µg/g,2.49,7.47,bb,,,34
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,4214.3,µg/g,2.49,7.47,bb,,,35
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Tricosanoic acid,C23:0,2433-96-7,457.44,µg/g,0.15,0.45,MM,,,36
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Lignoceric acid,C24:0,557-59-5,19.1,µg/g,0.09,0.27,MM,,,37
5,MI,Lake Superior,NGL20_MI-10130,154656,154656.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Nervonic acid,C24:1n9,506-37-6 ,105.98,µg/g,0.63,1.89,MM,,,38
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,MM,,,3
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Tridecanoic acid,C13:0,638-53-9,,µg/g,0.09,0.27,dd,,,4
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Myristic acid,C14:0,544-63-8,219.33,µg/g,1.89,5.67,bb,,,5
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Myristoleic acid,C14:1,544-64-9,17.45,µg/g,0.18,0.54,bb,,,6
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Pentadecanoic acid,C15:0,1002-84-2,29.34,µg/g,0.36,1.08,MM,,,7
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Palmitic acid,C16:0,57-10-3,1683.11,µg/g,6.72,20.16,bb,,,9
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,463.3,µg/g,7.14,21.42,bb,,,10
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Heptadecanoic acid,C17:0,506-12-7,54.08,µg/g,0.33,0.99,bb,,,11
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,µg/g,0.09,0.27,,,,12
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Stearic acid,C18:0,57-11-4,401.12,µg/g,0.69,2.07,db,,,13
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Oleic acid,C18:1n9 cis,112-80-1,767.73,µg/g,10.60,31.80,MM,,,14
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,,,,15
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,cis-Vaccenic acid,C18:1w7,693-72-1,418.96,µg/g,2.26,6.78,MM,,,16
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Linoleic acid,C18:2n6 cis,60-33-3,375.47,µg/g,1.60,4.80,bb,,,17
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Linolelaidic acid,C18:2 trans,506-21-8,,µg/g,0.93,2.79,MM,,,18
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Linolenic acid,C18:3n3,463-40-1,272.83,µg/g,3.50,10.50,MM,,,19
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,gamma-Linolenic acid,C18:3n6,506-26-3,28.33,µg/g,0.34,1.02,bb,,,20
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Octadecatetraenoic acid,C18:4n3,2091-28-3,,µg/g,3.50,10.50,bb,,,21
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Arachidic acid,C20:0,506-30-9,16.2,µg/g,0.09,0.27,MM,,,22
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Eicosenoic acid,C20:1n9,29204-02-2,,µg/g,3.50,10.50,bb,LSRM,Low SRM recovery. Nondetects may have a greater risk of false negative results.,23
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Eicosadienoic acid,C20:2,2091-39-6,76.9,µg/g,0.16,0.48,bb,"LSRM, J","Low SRM recovery, result is estimated",24
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Eicosatrienoic acid,C20:3n3,2091-27-2,,µg/g,2.04,6.12,MM,,,25
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,29.63,µg/g,0.32,0.96,MM,,,26
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Arachidonic acid,C20:4n6,506-32-1,452.56,µg/g,1.67,5.01,MM,,,27
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Eicosapentaenoic acid,C20:5n3,10417-94-4,813.51,µg/g,0.20,0.60,bb,,,28
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Heneicosanoic acid,C21:0,2363-71-5,8.82,µg/g,0.12,0.36,MM,,,29
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Behenic acid,C22:0,112-85-6,,µg/g,0.09,0.27,MM,,,30
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Erucic acid,C22:1n9,112-86-7,15.1,µg/g,0.14,0.42,MM,,,31
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,MM,,,33
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Docosapentaenoic acid,C22:5n3,24880-45-3,378.92,µg/g,2.49,7.47,bb,,,34
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Docosahexaenoic acid,C22:6n3,6217-54-5,1916.63,µg/g,2.49,7.47,bb,,,35
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Tricosanoic acid,C23:0,2433-96-7,175.08,µg/g,0.15,0.45,bb,,,36
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Lignoceric acid,C24:0,557-59-5,8.92,µg/g,0.09,0.27,MM,,,37
5,MI,Lake Superior,NGL20_MI-10131,154976,154976.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Nervonic acid,C24:1n9,506-37-6 ,,µg/g,0.63,1.89,MM,,,38
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,MM,,,3
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Tridecanoic acid,C13:0,638-53-9,4.09,µg/g,0.09,0.27,MM,,,4
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Myristic acid,C14:0,544-63-8,458.63,µg/g,1.89,5.67,bb,,,5
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Myristoleic acid,C14:1,544-64-9,58.93,µg/g,0.18,0.54,bb,,,6
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Pentadecanoic acid,C15:0,1002-84-2,61.4,µg/g,0.36,1.08,MM,,,7
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Palmitic acid,C16:0,57-10-3,2618.67,µg/g,6.72,20.16,MM,,,9
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,3080.12,µg/g,7.14,21.42,MM,,,10
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Heptadecanoic acid,C17:0,506-12-7,80.34,µg/g,0.33,0.99,bb,,,11
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,µg/g,0.09,0.27,,,,12
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Stearic acid,C18:0,57-11-4,562.65,µg/g,0.69,2.07,db,,,13
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Oleic acid,C18:1n9 cis,112-80-1,2735.46,µg/g,10.60,31.80,MM,,,14
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,,,,15
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-Vaccenic acid,C18:1w7,693-72-1,795.03,µg/g,2.26,6.78,bb,,,16
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Linoleic acid,C18:2n6 cis,60-33-3,917.7,µg/g,1.60,4.80,bb,,,17
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Linolelaidic acid,C18:2 trans,506-21-8,46.79,µg/g,0.93,2.79,MM,,,18
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Linolenic acid,C18:3n3,463-40-1,426.79,µg/g,3.50,10.50,MM,,,19
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,gamma-Linolenic acid,C18:3n6,506-26-3,87.92,µg/g,0.34,1.02,MM,,,20
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Octadecatetraenoic acid,C18:4n3,2091-28-3,,µg/g,3.50,10.50,MM,LSRM,Low SRM recovery. Nondetects may have a greater risk of false negative results.,21
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Arachidic acid,C20:0,506-30-9,30.83,µg/g,0.09,0.27,MM,,,22
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Eicosenoic acid,C20:1n9,29204-02-2,,µg/g,3.50,10.50,MM,LSRM,Low SRM recovery. Nondetects may have a greater risk of false negative results.,23
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Eicosadienoic acid,C20:2,2091-39-6,111.12,µg/g,0.16,0.48,MM,,,24
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Eicosatrienoic acid,C20:3n3,2091-27-2,,µg/g,2.04,6.12,MM,,,25
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,,µg/g,0.32,0.96,,,,26
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Arachidonic acid,C20:4n6,506-32-1,584.19,µg/g,1.67,5.01,MM,,,27
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Eicosapentaenoic acid,C20:5n3,10417-94-4,1716.98,µg/g,0.20,0.60,MM,,,28
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Heneicosanoic acid,C21:0,2363-71-5,341.93,µg/g,0.12,0.36,MM,,,29
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Behenic acid,C22:0,112-85-6,46.32,µg/g,0.09,0.27,MM,,,30
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Erucic acid,C22:1n9,112-86-7,11.24,µg/g,0.14,0.42,MM,,,31
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,MM,,,33
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Docosapentaenoic acid,C22:5n3,24880-45-3,560.82,µg/g,2.49,7.47,bb,,,34
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Docosahexaenoic acid,C22:6n3,6217-54-5,2140.2,µg/g,2.49,7.47,MM,,,35
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Tricosanoic acid,C23:0,2433-96-7,146.08,µg/g,0.15,0.45,MM,,,36
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Lignoceric acid,C24:0,557-59-5,,µg/g,0.09,0.27,,,,37
5,MI,Lake Superior,NGL20_MI-10132,154396,154396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Nervonic acid,C24:1n9,506-37-6 ,32.02,µg/g,0.63,1.89,MM,,,38
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dodecanoic acid,C12:0,143-07-7,494.28,µg/g,3.00,9.00,MM,,,3
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tridecanoic acid,C13:0,638-53-9,6.43,µg/g,0.09,0.27,MM,,,4
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Myristic acid,C14:0,544-63-8,607.16,µg/g,1.89,5.67,bb,,,5
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Myristoleic acid,C14:1,544-64-9,42.52,µg/g,0.18,0.54,bb,,,6
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Pentadecanoic acid,C15:0,1002-84-2,45.2,µg/g,0.36,1.08,bb,,,7
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Palmitic acid,C16:0,57-10-3,2823.31,µg/g,6.72,20.16,bb,,,9
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,1939.55,µg/g,7.14,21.42,bb,,,10
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Heptadecanoic acid,C17:0,506-12-7,58.91,µg/g,0.33,0.99,bb,,,11
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,µg/g,0.09,0.27,,,,12
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Stearic acid,C18:0,57-11-4,630.25,µg/g,0.69,2.07,dd,,,13
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Oleic acid,C18:1n9 cis,112-80-1,2781.89,µg/g,10.60,31.80,MM,,,14
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,,,,15
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-Vaccenic acid,C18:1w7,693-72-1,759.69,µg/g,2.26,6.78,MM,,,16
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linoleic acid,C18:2n6 cis,60-33-3,1138.28,µg/g,1.60,4.80,bb,,,17
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linolelaidic acid,C18:2 trans,506-21-8,47.63,µg/g,0.93,2.79,MM,,,18
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linolenic acid,C18:3n3,463-40-1,940.59,µg/g,3.50,10.50,MM,,,19
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,gamma-Linolenic acid,C18:3n6,506-26-3,87.94,µg/g,0.34,1.02,bb,,,20
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Octadecatetraenoic acid,C18:4n3,2091-28-3,,µg/g,3.50,10.50,bd,,,21
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidic acid,C20:0,506-30-9,30.22,µg/g,0.09,0.27,MM,,,22
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosenoic acid,C20:1n9,29204-02-2,,µg/g,3.50,10.50,bb,LSRM,Low SRM recovery. Nondetects may have a greater risk of false negative results.,23
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosadienoic acid,C20:2,2091-39-6,113.4,µg/g,0.16,0.48,bb,"LSRM, J","Low SRM recovery, result is estimated",24
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosatrienoic acid,C20:3n3,2091-27-2,100.19,µg/g,2.04,6.12,MM,,,25
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,80.01,µg/g,0.32,0.96,MM,,,26
5,MI,Lake Superior,NGL20_MI-10133,150156,150156.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidonic acid,C20:4n6,506-32-1,540.94,µg/g,1.67,5.01,MM,,,27
